comparison	gene_name	logFC	CI.L	CI.R	adj.P.Val	AveExpr	P.Value	Chr	gene_id
CH vs Clean	Fam241a	0.0557334461381983	-0.333116353574174	0.444583245850571	0.879418172285486	1.91865012798844	0.769169853237433	chr3	ENSMUSG00000050549
CH vs Bedding	Fam241a	-0.0701131613386283	-0.395240489095656	0.2550141664184	0.770650845017282	1.91865012798844	0.659224832525467	chr3	ENSMUSG00000050549
Bedding vs Clean	Fam241b	-0.0953055905912246	-0.252774971375162	0.0621637901927126	0.83784998867266	4.92317121765356	0.222714526056036	chr10	ENSMUSG00000020083
CH vs Clean	Fam241b	0.0967432506784682	-0.0814253681152459	0.274911869472182	0.496039658458965	4.92317121765356	0.272414914971248	chr10	ENSMUSG00000020083
CH vs Bedding	Fam241b	0.192048841269693	0.0431738400480066	0.340923842491379	0.0555892289227267	4.92317121765356	0.0137994795645628	chr10	ENSMUSG00000020083
Bedding vs Clean	Fam32a	-0.0924776355713588	-0.253010397871867	0.0680551267291493	0.844004617584996	6.7906877059192	0.245070005290356	chr8	ENSMUSG00000003039
CH vs Clean	Fam32a	0.162184308306637	-0.0192990433935324	0.343667660006806	0.246193020025186	6.7906877059192	0.0773190969854894	chr8	ENSMUSG00000003039
CH vs Bedding	Fam32a	0.254661943877996	0.103258623203183	0.406065264552809	0.0178984922160624	6.7906877059192	0.00206903510446362	chr8	ENSMUSG00000003039
Bedding vs Clean	Fam3a	0.0232836817473792	-0.0964874143071512	0.14305477780191	0.962840364458255	3.9194360338319	0.69085040681105	chrX	ENSMUSG00000031399
CH vs Clean	Fam3a	0.26523987205837	0.129879547355312	0.400600196761428	0.0313514037772656	3.9194360338319	0.000510706857355626	chrX	ENSMUSG00000031399
CH vs Bedding	Fam3a	0.241956190310991	0.128758963409891	0.355153417212091	0.00505272921527298	3.9194360338319	0.00020657169298908	chrX	ENSMUSG00000031399
Bedding vs Clean	Fam3c	-0.070739459651433	-0.203168852638548	0.0616899333356822	0.866037193181598	6.36105669034735	0.280069459023251	chr6	ENSMUSG00000029672
CH vs Clean	Fam3c	0.131829540650807	-0.0179750421054456	0.281634123407061	0.253292316645302	6.36105669034735	0.0816345215881686	chr6	ENSMUSG00000029672
CH vs Bedding	Fam3c	0.20256900030224	0.0775877153470237	0.327550285257457	0.0210021614759501	6.36105669034735	0.00280477583813436	chr6	ENSMUSG00000029672
Bedding vs Clean	Fam43a	0.0123015835184064	-0.173253619289552	0.197856786326365	0.994703987649596	4.15198848129608	0.891944447335358	chr16	ENSMUSG00000046546
CH vs Clean	Fam43a	0.0831867664885078	-0.126756545077836	0.293130078054851	0.633648602471321	4.15198848129608	0.420220949972256	chr16	ENSMUSG00000046546
CH vs Bedding	Fam43a	0.0708851829701014	-0.104615171649513	0.246385537589716	0.563024529498524	4.15198848129608	0.411417389540813	chr16	ENSMUSG00000046546
Bedding vs Clean	Fam43b	-0.0661700530775855	-0.201552308280838	0.069212202125667	0.877151906544841	4.76054219809245	0.32194184334537	chr4	ENSMUSG00000078235
CH vs Clean	Fam43b	-0.0407896390306624	-0.194264834727751	0.112685556666426	0.761771297281433	4.76054219809245	0.587225836928557	chr4	ENSMUSG00000078235
CH vs Bedding	Fam43b	0.0253804140469231	-0.102882373325568	0.153643201419414	0.791215556705126	4.76054219809245	0.685633761754428	chr4	ENSMUSG00000078235
Bedding vs Clean	Fam50a	-0.0562679863128333	-0.222818646525776	0.110282673900109	0.921444867557992	3.69034923753086	0.491046701303169	chrX	ENSMUSG00000001962
CH vs Clean	Fam50a	0.0113541039227814	-0.177069373561868	0.199777581407431	0.950043338286811	3.69034923753086	0.901729168519234	chrX	ENSMUSG00000001962
CH vs Bedding	Fam50a	0.0676220902356146	-0.0900741345610657	0.225318315032295	0.536162339041284	3.69034923753086	0.383638665100337	chrX	ENSMUSG00000001962
Bedding vs Clean	Fam53a	0.0753039349906137	-0.0414054194650934	0.192013289446321	0.820089453376377	4.72344192644571	0.194640157880735	chr5	ENSMUSG00000037339
CH vs Clean	Fam53a	0.136986408255928	0.00507019267374126	0.268902623838115	0.176708222615592	4.72344192644571	0.0424870739842351	chr5	ENSMUSG00000037339
CH vs Bedding	Fam53a	0.0616824732653143	-0.0484608107608298	0.171825757291458	0.410493661306418	4.72344192644571	0.258067260287904	chr5	ENSMUSG00000037339
Bedding vs Clean	Fam53b	0.0246916768045073	-0.152333687347617	0.201717040956632	0.977904597106795	5.53909228469047	0.775186595827529	chr7	ENSMUSG00000030956
CH vs Clean	Fam53b	-0.0774536068347196	-0.277901703498279	0.12299448982884	0.643258025623832	5.53909228469047	0.431679281868073	chr7	ENSMUSG00000030956
CH vs Bedding	Fam53b	-0.102145283639227	-0.269586559757722	0.065295992479268	0.366223906894972	5.53909228469047	0.219186573336072	chr7	ENSMUSG00000030956
Bedding vs Clean	Fam53c	0.0265804253853288	-0.0799632916772656	0.133124142447923	0.950214136022272	6.56145881944577	0.610204312251287	chr18	ENSMUSG00000034300
CH vs Clean	Fam53c	0.0724042965514435	-0.0481119272384667	0.192920520341354	0.445440014193442	6.56145881944577	0.226019562757413	chr18	ENSMUSG00000034300
CH vs Bedding	Fam53c	0.0458238711661147	-0.0547230362383725	0.146370778570602	0.509290460959254	6.56145881944577	0.355016078447879	chr18	ENSMUSG00000034300
Bedding vs Clean	Fam72a	0.0364811484038143	-0.223639029171957	0.296601325979585	0.977639408367262	0.413509366932804	0.773987276350355	chr1	ENSMUSG00000055184
CH vs Clean	Fam72a	-0.165330466738921	-0.459829053499712	0.12916812002187	0.478308069518058	0.413509366932804	0.256932943429874	chr1	ENSMUSG00000055184
CH vs Bedding	Fam72a	-0.201811615142735	-0.447462663116248	0.0438394328307774	0.213606357429446	0.413509366932804	0.102558436996574	chr1	ENSMUSG00000055184
Bedding vs Clean	Fam76a	0.0383406777537196	-0.0840881363540501	0.160769491861489	0.929480601446443	5.99654192207134	0.522932141796685	chr4	ENSMUSG00000028878
CH vs Clean	Fam76a	0.26608689283537	0.127589240323905	0.404584545346834	0.032370392244643	5.99654192207134	0.000620201959673003	chr4	ENSMUSG00000028878
CH vs Bedding	Fam76a	0.22774621508165	0.112181458147432	0.343310972015868	0.00783722780875372	5.99654192207134	0.000482429346449137	chr4	ENSMUSG00000028878
Bedding vs Clean	Fam76b	0.0171104483669842	-0.254749620314976	0.288970517048945	0.995780896708985	4.41972179206026	0.897354263303915	chr9	ENSMUSG00000037808
CH vs Clean	Fam76b	-0.256210424582151	-0.562515812839326	0.0500949636750234	0.276478486448362	4.41972179206026	0.0968007775522279	chr9	ENSMUSG00000037808
CH vs Bedding	Fam76b	-0.273320872949136	-0.528975611015537	-0.0176661348827347	0.106726122038172	4.41972179206026	0.0372477206543479	chr9	ENSMUSG00000037808
Bedding vs Clean	Fam78a	0.045964116900617	-0.332927611003028	0.424855844804262	0.984987199577326	2.91064363425757	0.803745568310238	chr2	ENSMUSG00000050592
CH vs Clean	Fam78a	-0.176653503969769	-0.601563672208455	0.248256664268917	0.613955746971816	2.91064363425757	0.397978009486502	chr2	ENSMUSG00000050592
CH vs Bedding	Fam78a	-0.222617620870386	-0.577737338703069	0.132502096962297	0.352191441849035	2.91064363425757	0.207100608540287	chr2	ENSMUSG00000050592
Bedding vs Clean	Fam78b	0.0168120192027281	-0.117345875184124	0.15096991358958	0.983442591075453	5.21980887580551	0.797458306822864	chr1	ENSMUSG00000060568
CH vs Clean	Fam78b	-0.0567174660421275	-0.208309524300094	0.0948745922158388	0.655275660145562	5.21980887580551	0.446231523265792	chr1	ENSMUSG00000060568
CH vs Bedding	Fam78b	-0.0735294852448556	-0.200080704980017	0.0530217344903057	0.391630843739223	5.21980887580551	0.241154723680973	chr1	ENSMUSG00000060568
Bedding vs Clean	Fam81a	-0.0997141797157397	-0.459762750256095	0.260334390824616	0.94180383775876	7.50643069699137	0.571618739818628	chr9	ENSMUSG00000032224
CH vs Clean	Fam81a	0.310324307922105	-0.0978514941835472	0.718500110027757	0.323364301749966	7.50643069699137	0.129161467536596	chr9	ENSMUSG00000032224
CH vs Bedding	Fam81a	0.410038487637845	0.0694306488874762	0.750646326388213	0.07213039484744	7.50643069699137	0.0205098748364471	chr9	ENSMUSG00000032224
Bedding vs Clean	Fam83d	-0.389900058793956	-1.04550784445665	0.265707726868738	0.838035210560337	0.447818585437419	0.230544341086803	chr2	ENSMUSG00000027654
CH vs Clean	Fam83d	0.403530409654631	-0.347034186626016	1.15409500593528	0.500908861367715	0.447818585437419	0.27698906542635	chr2	ENSMUSG00000027654
CH vs Bedding	Fam83d	0.793430468448588	0.162195165198647	1.42466577169853	0.061729451340232	0.447818585437419	0.0160874688357485	chr2	ENSMUSG00000027654
Bedding vs Clean	Fam83h	-0.121690486676425	-0.401076784508762	0.157695811155913	0.896629933796827	2.17348558263652	0.37632574808037	chr15	ENSMUSG00000046761
CH vs Clean	Fam83h	-0.128836845227731	-0.443096197244433	0.185422506788971	0.6202575028925	2.17348558263652	0.404536891309588	chr15	ENSMUSG00000046761
CH vs Bedding	Fam83h	-0.00714635855130652	-0.271102102849728	0.256809385747115	0.972795996974468	2.17348558263652	0.955751280788163	chr15	ENSMUSG00000046761
Bedding vs Clean	Fam89a	-0.0722623700543044	-0.388875390825723	0.244350650717114	0.95738841012476	0.461463568235497	0.64078669240447	chr8	ENSMUSG00000043068
CH vs Clean	Fam89a	-0.262831857727397	-0.624215781702015	0.0985520662472208	0.346213075662419	0.461463568235497	0.145784309353007	chr8	ENSMUSG00000043068
CH vs Bedding	Fam89a	-0.190569487673093	-0.493669750880974	0.112530775534789	0.350468936828475	0.461463568235497	0.20586272888765	chr8	ENSMUSG00000043068
Bedding vs Clean	Fam89b	-0.128190535146294	-0.247326207362457	-0.00905486293012987	0.628832272437727	4.60497360800541	0.0361444190781514	chr19	ENSMUSG00000024939
CH vs Clean	Fam89b	0.0145986519919177	-0.120222890104091	0.149420194087927	0.910126044119594	4.60497360800541	0.824472720973461	chr19	ENSMUSG00000024939
CH vs Bedding	Fam89b	0.142789187138211	0.0300898569551216	0.255488517321301	0.059755853644324	4.60497360800541	0.0153518065594784	chr19	ENSMUSG00000024939
Bedding vs Clean	Fam8a1	-0.0353561464372758	-0.13127605554817	0.0605637626736185	0.913631785732848	7.23882362369917	0.452911483525686	chr13	ENSMUSG00000069237
CH vs Clean	Fam8a1	-0.0203322494288143	-0.128787835925203	0.0881233370675748	0.83718039138688	7.23882362369917	0.70129637981443	chr13	ENSMUSG00000069237
CH vs Bedding	Fam8a1	0.0150238970084615	-0.0754486391276448	0.105496433144568	0.825997041707488	7.23882362369917	0.733940984551898	chr13	ENSMUSG00000069237
Bedding vs Clean	Fam91a1	0.0698315443174602	-0.0212622338208727	0.160925322455793	0.764987786021487	6.45414524852379	0.126213458249887	chr15	ENSMUSG00000037119
CH vs Clean	Fam91a1	0.0280314601258951	-0.0750034473803278	0.131066367632118	0.75608343784691	6.45414524852379	0.578479222888284	chr15	ENSMUSG00000037119
CH vs Bedding	Fam91a1	-0.0418000841915651	-0.12777142546379	0.0441712570806597	0.47925987850833	6.45414524852379	0.324422071605639	chr15	ENSMUSG00000037119
Bedding vs Clean	Fam98a	-0.0615216426349461	-0.247316335869526	0.124273050599634	0.924492062712459	5.014040099971	0.499613061297005	chr17	ENSMUSG00000002017
CH vs Clean	Fam98a	-0.344859300597758	-0.554833792236562	-0.134884808958954	0.0488427066185252	5.014040099971	0.00252000269746745	chr17	ENSMUSG00000002017
CH vs Bedding	Fam98a	-0.283337657962812	-0.45873435108587	-0.107940964839754	0.0212650865220563	5.014040099971	0.00288053567054472	chr17	ENSMUSG00000002017
Bedding vs Clean	Fam98b	-0.00606379323781336	-0.102333193973784	0.090205607498157	0.995780896708985	5.3144694674508	0.897303914612978	chr2	ENSMUSG00000027349
CH vs Clean	Fam98b	-0.00162797134966741	-0.110535628918698	0.107279686219363	0.987419208793548	5.3144694674508	0.975560018055919	chr2	ENSMUSG00000027349
CH vs Bedding	Fam98b	0.00443582188814595	-0.0865043225308556	0.0953759663071475	0.951484581735254	5.3144694674508	0.920378355024678	chr2	ENSMUSG00000027349
Bedding vs Clean	Fam98c	-0.115064016335499	-0.268597032787465	0.0384690001164661	0.770583665098039	4.90912707957757	0.134467947257136	chr7	ENSMUSG00000030590
CH vs Clean	Fam98c	-0.0511161730258856	-0.224806389980126	0.122574043928354	0.733400647361517	4.90912707957757	0.548065498014034	chr7	ENSMUSG00000030590
CH vs Bedding	Fam98c	0.0639478433096139	-0.0811634782937576	0.209059164912985	0.524810758411178	4.90912707957757	0.370843841467044	chr7	ENSMUSG00000030590
Bedding vs Clean	Fan1	0.12700671783419	-0.157321872317585	0.411335307985966	0.893094184998654	2.96098828767434	0.364475572040075	chr7	ENSMUSG00000033458
CH vs Clean	Fan1	-0.164199377732259	-0.486781016996788	0.158382261532269	0.527373354258049	2.96098828767434	0.302751370037028	chr7	ENSMUSG00000033458
CH vs Bedding	Fan1	-0.29120609556645	-0.560915183535779	-0.0214970075971208	0.103736342775488	2.96098828767434	0.0355688571311397	chr7	ENSMUSG00000033458
Bedding vs Clean	Fancb	0.183805636847739	-0.266324714244447	0.633935987939924	0.900444010784656	0.714817798773645	0.406379623267651	chrX	ENSMUSG00000047757
CH vs Clean	Fancb	-0.322578940185261	-0.824534453051111	0.179376572680588	0.410445128194177	0.714817798773645	0.196364667099735	chrX	ENSMUSG00000047757
CH vs Bedding	Fancb	-0.506384577033	-0.923675592016496	-0.0890935620495032	0.0700100818825421	0.714817798773645	0.0196167850517038	chrX	ENSMUSG00000047757
Bedding vs Clean	Fancc	-0.103084224597904	-0.281992935112419	0.0758244859166103	0.844004617584996	3.1198634816953	0.244977613923997	chr13	ENSMUSG00000021461
CH vs Clean	Fancc	-0.205300226674072	-0.407883400739264	-0.00271705260887989	0.186880914037797	3.1198634816953	0.0472526527659673	chr13	ENSMUSG00000021461
CH vs Bedding	Fancc	-0.102216002076168	-0.27169366895318	0.0672616648008452	0.372644613657943	3.1198634816953	0.224276850812651	chr13	ENSMUSG00000021461
Bedding vs Clean	Fancd2	0.0389759666727465	-0.493195186836544	0.571147120182037	0.99395534975429	1.41846983693745	0.880703718646097	chr6	ENSMUSG00000034023
CH vs Clean	Fancd2	0.247898334802289	-0.33916768630086	0.834964355905438	0.608746272636676	1.41846983693745	0.39078562359504	chr6	ENSMUSG00000034023
CH vs Bedding	Fancd2	0.208922368129543	-0.283348361722265	0.701193097981351	0.541217992439568	1.41846983693745	0.388430452803159	chr6	ENSMUSG00000034023
Bedding vs Clean	Fance	0.0413860799101311	-0.0864378632909721	0.169210023111234	0.924492062712459	3.80722094235242	0.50908824406807	chr17	ENSMUSG00000007570
CH vs Clean	Fance	0.0479476377701147	-0.0967797715287014	0.192675047068931	0.698634396859895	3.80722094235242	0.499396257684722	chr17	ENSMUSG00000007570
CH vs Bedding	Fance	0.00656155785998358	-0.114569756981663	0.12769287270163	0.946015919710783	3.80722094235242	0.91161405655348	chr17	ENSMUSG00000007570
Bedding vs Clean	Fancf	-0.0143937076837064	-0.187460251184923	0.15867283581751	0.991451193863369	1.72879294419313	0.864698499668834	chr7	ENSMUSG00000092118
CH vs Clean	Fancf	0.030547139719332	-0.166735822235747	0.227830101674411	0.869269879108975	1.72879294419313	0.751262159053298	chr7	ENSMUSG00000092118
CH vs Bedding	Fancf	0.0449408474030384	-0.120410547798323	0.2102922426044	0.707039173514282	1.72879294419313	0.578850810633491	chr7	ENSMUSG00000092118
Bedding vs Clean	Fancg	0.102098885552149	-0.155271934285967	0.359469705390264	0.900923459729164	3.43947966360933	0.419683669712756	chr4	ENSMUSG00000028453
CH vs Clean	Fancg	-0.175320433456914	-0.466085714857253	0.115444847943426	0.443424830197686	3.43947966360933	0.224396967133516	chr4	ENSMUSG00000028453
CH vs Bedding	Fancg	-0.277419319009062	-0.520172955438537	-0.0346656825795881	0.0863926114047037	3.43947966360933	0.0269576944846159	chr4	ENSMUSG00000028453
Bedding vs Clean	Fancl	-0.0255240108355408	-0.296989820240262	0.24594179856918	0.988326552206967	2.18409814563502	0.847259086319792	chr11	ENSMUSG00000004018
CH vs Clean	Fancl	-0.0428937908300933	-0.348880258804936	0.263092677144749	0.881730969435693	2.18409814563502	0.774089453651307	chr11	ENSMUSG00000004018
CH vs Bedding	Fancl	-0.0173697799945525	-0.273503389347779	0.238763829358675	0.930399215966005	2.18409814563502	0.889485068032686	chr11	ENSMUSG00000004018
Bedding vs Clean	Fancm	-0.20118920653616	-0.518872239019594	0.116493825947274	0.822682984476574	3.5724834020008	0.202640537652675	chr12	ENSMUSG00000055884
CH vs Clean	Fancm	-0.579054593945236	-0.939637534498708	-0.218471653391764	0.0521684796464281	3.5724834020008	0.00302786770710911	chr12	ENSMUSG00000055884
CH vs Bedding	Fancm	-0.377865387409076	-0.680196000164961	-0.0755347746531911	0.0629995582754275	3.5724834020008	0.0166266659278091	chr12	ENSMUSG00000055884
Bedding vs Clean	Fank1	-0.193953004618109	-0.595326756026636	0.207420746790418	0.878600646582185	1.7003651218476	0.327337967168211	chr7	ENSMUSG00000053111
CH vs Clean	Fank1	0.063704903282233	-0.387989184537253	0.515398991101719	0.881180349451682	1.7003651218476	0.772754207812687	chr7	ENSMUSG00000053111
CH vs Bedding	Fank1	0.257657907900342	-0.121151979103875	0.63646779490456	0.309096554937034	1.7003651218476	0.172446817294999	chr7	ENSMUSG00000053111
Bedding vs Clean	Fap	0.139193763869904	-0.491963378072967	0.770350905812776	0.95738841012476	0.945689819643458	0.652003266344662	chr2	ENSMUSG00000000392
CH vs Clean	Fap	-0.0578138179937374	-0.756780415825152	0.641152779837677	0.931754659057945	0.945689819643458	0.865417601241384	chr2	ENSMUSG00000000392
CH vs Bedding	Fap	-0.197007581863642	-0.781371562198833	0.38735639847155	0.634197877244831	0.945689819643458	0.491909891965542	chr2	ENSMUSG00000000392
Bedding vs Clean	Far1	-0.0189880843344108	-0.298684454669486	0.260708286000664	0.994703987649596	6.52996901526602	0.889335255636825	chr7	ENSMUSG00000030759
CH vs Clean	Far1	-0.418006204383356	-0.734184063526444	-0.101828345240267	0.092945860790432	6.52996901526602	0.0118962757721087	chr7	ENSMUSG00000030759
CH vs Bedding	Far1	-0.399018120048945	-0.662980919906058	-0.135055320191832	0.0288320730168296	6.52996901526602	0.00480739906925912	chr7	ENSMUSG00000030759
Bedding vs Clean	Far2	0.0698432794000956	-0.10348455676106	0.243171115561251	0.900444010784656	4.51982392520704	0.412499939104354	chr6	ENSMUSG00000030303
CH vs Clean	Far2	-0.0823868778783323	-0.278608520725844	0.113834764969179	0.610356369752882	4.51982392520704	0.393471189646249	chr6	ENSMUSG00000030303
CH vs Bedding	Far2	-0.152230157278428	-0.316118108038219	0.0116577934813633	0.157877848179351	4.51982392520704	0.067093141817502	chr6	ENSMUSG00000030303
Bedding vs Clean	Farp1	-0.109658101996661	-0.238070135174103	0.0187539311807799	0.73664116559766	6.46154579219052	0.0904536587956101	chr14	ENSMUSG00000025555
CH vs Clean	Farp1	-0.168357579360199	-0.313644348523394	-0.0230708101970046	0.133152427020004	6.46154579219052	0.025103595037176	chr14	ENSMUSG00000025555
CH vs Bedding	Farp1	-0.0586994773635379	-0.179885664419808	0.0624867096927327	0.481100821662289	6.46154579219052	0.326211685813834	chr14	ENSMUSG00000025555
Bedding vs Clean	Farp2	0.0926921627771551	-0.0806821170302218	0.266066442584532	0.866037193181598	2.89540910327699	0.279658682405818	chr1	ENSMUSG00000034066
CH vs Clean	Farp2	0.0589152168911292	-0.137733288386934	0.255563722169193	0.728682490230587	2.89540910327699	0.540941066018884	chr1	ENSMUSG00000034066
CH vs Bedding	Farp2	-0.033776945886026	-0.198055040092214	0.130501148320162	0.782817322198872	2.89540910327699	0.674092694115696	chr1	ENSMUSG00000034066
Bedding vs Clean	Fars2	-0.0208259225340819	-0.176626630812432	0.134974785744268	0.980024379062523	3.85037034724613	0.784299643552791	chr13	ENSMUSG00000021420
CH vs Clean	Fars2	0.163981539457234	-0.0117521670667948	0.339715245981263	0.224318011534603	3.85037034724613	0.0659407572151186	chr13	ENSMUSG00000021420
CH vs Bedding	Fars2	0.184807461991316	0.0379561159259726	0.331658808056659	0.0614026467382286	3.85037034724613	0.0159676564081388	chr13	ENSMUSG00000021420
Bedding vs Clean	Farsa	0.0795707943522856	-0.0743930254693472	0.233534614173918	0.871701489172959	4.37626297350131	0.295582689222033	chr8	ENSMUSG00000003808
CH vs Clean	Farsa	-0.0867252676216417	-0.260836729452183	0.0873861942088994	0.536228025058317	4.37626297350131	0.312990645680407	chr8	ENSMUSG00000003808
CH vs Bedding	Farsa	-0.166296061973927	-0.31171098809042	-0.0208811358574347	0.0861666007566115	4.37626297350131	0.0268626219025419	chr8	ENSMUSG00000003808
Bedding vs Clean	Farsb	-0.0263774457073112	-0.129086822805917	0.0763319313912947	0.947699014398548	5.60234310210359	0.599804376206944	chr1	ENSMUSG00000026245
CH vs Clean	Farsb	0.00507012806557139	-0.111326742924212	0.121466999055354	0.964454147107076	5.60234310210359	0.928871009770789	chr1	ENSMUSG00000026245
CH vs Bedding	Farsb	0.0314475737728825	-0.0657962206650818	0.128691368210847	0.649827852250453	5.60234310210359	0.509587226016915	chr1	ENSMUSG00000026245
Bedding vs Clean	Fas	-0.119775626476132	-0.488863593079759	0.249312340127494	0.924492062712459	0.926302219280222	0.508125275398751	chr19	ENSMUSG00000024778
CH vs Clean	Fas	0.661344166238392	0.238709508615937	1.08397882386085	0.0568222121306239	0.926302219280222	0.00369695721501961	chr19	ENSMUSG00000024778
CH vs Bedding	Fas	0.781119792714524	0.42725771369899	1.13498187173006	0.00439057534208328	0.926302219280222	0.000144740824381487	chr19	ENSMUSG00000024778
Bedding vs Clean	Fasn	0.119338459353497	-0.0153833958613852	0.254060314568378	0.724780728907601	7.9148163661891	0.0797747440414733	chr11	ENSMUSG00000025153
CH vs Clean	Fasn	0.0986735054610595	-0.0536457302550585	0.250992741177177	0.407345317370146	7.9148163661891	0.192928003458758	chr11	ENSMUSG00000025153
CH vs Bedding	Fasn	-0.0206649538924371	-0.14774536972299	0.106415461938116	0.829330380209998	7.9148163661891	0.73924713861191	chr11	ENSMUSG00000025153
Bedding vs Clean	Fastk	-0.0522742015922075	-0.176706772566092	0.0721583693816773	0.900444010784656	6.15328394148996	0.393211699497394	chr5	ENSMUSG00000028959
CH vs Clean	Fastk	-0.0443306213616488	-0.185056879552067	0.0963956368287694	0.715182727421705	6.15328394148996	0.52050797890797	chr5	ENSMUSG00000028959
CH vs Bedding	Fastk	0.00794358023055874	-0.109440834981603	0.12532799544272	0.930406532149111	6.15328394148996	0.889717813435468	chr5	ENSMUSG00000028959
Bedding vs Clean	Fastkd1	0.0248394912565253	-0.167682022322131	0.217361004835182	0.981476625249261	3.55419989338183	0.791612628513008	chr2	ENSMUSG00000027086
CH vs Clean	Fastkd1	-0.399663620053668	-0.618922520132633	-0.180404719974704	0.0363555090006105	3.55419989338183	0.00102066524749198	chr2	ENSMUSG00000027086
CH vs Bedding	Fastkd1	-0.424503111310194	-0.608050970883669	-0.240955251736718	0.00352352315608332	3.55419989338183	8.47877714363973e-05	chr2	ENSMUSG00000027086
Bedding vs Clean	Fastkd2	-0.00583571276067607	-0.113899014255277	0.102227588733924	0.996563638257951	4.06966865739676	0.911884121132471	chr1	ENSMUSG00000025962
CH vs Clean	Fastkd2	-0.252273786355327	-0.375020406771331	-0.129527165939322	0.0299857229684721	4.06966865739676	0.000313906479266756	chr1	ENSMUSG00000025962
CH vs Bedding	Fastkd2	-0.246438073594651	-0.349100684047448	-0.143775463141854	0.00287170613364696	4.06966865739676	5.44069680591233e-05	chr1	ENSMUSG00000025962
Bedding vs Clean	Fastkd3	-0.0144015357402516	-0.152956816051453	0.12415374457095	0.987499002998656	3.58534411105749	0.831393696095065	chr13	ENSMUSG00000021532
CH vs Clean	Fastkd3	-0.0577551028078362	-0.214827682245971	0.0993174766302983	0.662465667150618	3.58534411105749	0.454006029154077	chr13	ENSMUSG00000021532
CH vs Bedding	Fastkd3	-0.0433535670675846	-0.174709312853632	0.0880021787184625	0.641790090684353	3.58534411105749	0.500998532329096	chr13	ENSMUSG00000021532
Bedding vs Clean	Fastkd5	-0.129359146016158	-0.338352476457439	0.0796341844251229	0.829366508631284	1.78857408105588	0.212745107037615	chr2	ENSMUSG00000079043
CH vs Clean	Fastkd5	0.0543057804644076	-0.184256473519902	0.292868034448718	0.79796555255661	1.78857408105588	0.641657218933699	chr2	ENSMUSG00000079043
CH vs Bedding	Fastkd5	0.183664926480566	-0.0166433958104819	0.383973248771614	0.16359302346521	1.78857408105588	0.0704242331783284	chr2	ENSMUSG00000079043
Bedding vs Clean	Fat1	0.0199952494608695	-0.282647523067512	0.322638021989251	0.994888146651481	6.1412905187986	0.892281448905659	chr8	ENSMUSG00000070047
CH vs Clean	Fat1	-0.278368943333712	-0.621033185209967	0.064295298542543	0.291483761391372	6.1412905187986	0.106192267771857	chr8	ENSMUSG00000070047
CH vs Bedding	Fat1	-0.298364192794581	-0.584328938565616	-0.0123994470235467	0.114877679287764	6.1412905187986	0.0416063389728118	chr8	ENSMUSG00000070047
Bedding vs Clean	Fat2	1.00415719051922	-1.96311054954542	3.97142493058387	0.9212462298868	1.29270057819143	0.490215853524521	chr11	ENSMUSG00000055333
CH vs Clean	Fat2	-0.938820471442462	-4.15804540013295	2.28040445724803	0.736114921137305	1.29270057819143	0.551561892476101	chr11	ENSMUSG00000055333
CH vs Bedding	Fat2	-1.94297766196168	-4.60710380615826	0.721148482234895	0.273118413146201	1.29270057819143	0.144671056878084	chr11	ENSMUSG00000055333
Bedding vs Clean	Fat3	0.183729703648673	-0.0042295694639112	0.371688976761257	0.688401770441755	6.53777977094912	0.0549317268555933	chr9	ENSMUSG00000074505
CH vs Clean	Fat3	-0.178210343574462	-0.390815946432236	0.0343952592833119	0.275431529043708	6.53777977094912	0.0961656236020127	chr9	ENSMUSG00000074505
CH vs Bedding	Fat3	-0.361940047223135	-0.539372511295437	-0.184507583150834	0.00654860251430883	6.53777977094912	0.000339557167408606	chr9	ENSMUSG00000074505
Bedding vs Clean	Fat4	0.0210993162729771	-0.314285489826257	0.356484122372211	0.995780896708985	4.15627527977264	0.897399122318549	chr3	ENSMUSG00000046743
CH vs Clean	Fat4	-0.374013136725212	-0.758305803820762	0.0102795303703376	0.204834915576127	4.15627527977264	0.0559065097213474	chr3	ENSMUSG00000046743
CH vs Bedding	Fat4	-0.395112452998189	-0.717054908028215	-0.0731699979681638	0.0671848000486726	4.15627527977264	0.0184375380760353	chr3	ENSMUSG00000046743
Bedding vs Clean	Fau	-0.0994370873957138	-0.319368887579369	0.120494712787941	0.892300191130574	7.2927208974158	0.35871784505125	chr19	ENSMUSG00000038274
CH vs Clean	Fau	0.511592716822824	0.262939772717114	0.760245660928535	0.0299857229684721	7.2927208974158	0.000311729310804367	chr19	ENSMUSG00000038274
CH vs Bedding	Fau	0.611029804218538	0.403619927730774	0.818439680706302	0.00100841594746738	7.2927208974158	3.69001099575384e-06	chr19	ENSMUSG00000038274
Bedding vs Clean	Faxc	0.318313475815752	0.0286869603315546	0.607939991299949	0.623085117418727	4.99096279092672	0.0327022783133616	chr4	ENSMUSG00000028246
CH vs Clean	Faxc	-0.0936137593345929	-0.422590970830927	0.235363452161742	0.743415462683338	4.99096279092672	0.561172379098371	chr4	ENSMUSG00000028246
CH vs Bedding	Faxc	-0.411927235150345	-0.686625430853894	-0.137229039446796	0.0299996213975336	4.99096279092672	0.0050982262574441	chr4	ENSMUSG00000028246
Bedding vs Clean	Fbf1	-0.10720741073489	-0.383957999115312	0.169543177645531	0.90436814952501	5.87542404888322	0.430420855312472	chr11	ENSMUSG00000020776
